relacion_id,documento_id,nombre_archivo,celula,nivel_relacion,servicio_termino_fuente,servicio_normalizado_propuesto,capacidad_termino_fuente,capacidad_normalizada_propuesta,aplicacion_termino_fuente,aplicacion_normalizada_propuesta,tema_editorial_derivado,pagina_fuente,seccion_fuente,evidencia,estado_revision,observaciones,origen_relacion_2A1B,resultado_auditoria_2A1B,estado_uso_2A1B,normalizacion_2A1B_estado,servicio_normalizado_validado_2A1B,capacidad_normalizada_validada_2A1B,aplicacion_normalizada_validada_2A1B,evidencia_verificada_2A1B,correccion_propuesta_2A1B,motivo_auditoria_2A1B,requiere_decision_usuario_2A1B,celula_validada_2A1B,estado_celula_2A1B,usar_como_evidencia_automatica_2A1B,grupo_documental_2A1B,fuente_independiente_2A1B,celula_2A2,estado_celula_2A2,criterio_asignacion_2A2,justificacion_celula_2A2,cambio_celula_vs_2A1B,requiere_revision_manual_celula_2A2,fecha_cierre_2A2
R0135,DOC-18,250325_Servicios Ágiles_Original.pdf,INFRA HOSPITALARIA Y ASISTENCIAL,PRINCIPAL,SERVICIOS ÁGILES / Ingeniería Contractual,Servicios ágiles de ingeniería contractual,Diagnóstico contractual; Análisis de prefactibilidad de un reclamo; Apoyo técnico para lograr acuerdo; Análisis a la programación de la obra; Análisis ante término anticipado de contrato,Cinco servicios ágiles contractuales,Salud,Infraestructura de salud,DERIVADO: continuidad de obra,2,Sectores atendidos,"Rótulo editorial literal 'Salud' sobre imagen de establecimiento asistencial en p.2, dentro del mosaico de sectores atendidos.",OK,"El rótulo es texto editorial, no solo fotografía: constituye declaración de sector atendido.",MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,El documento rotula explícitamente el sector 'Salud' en el mosaico de sectores atendidos.,Mantener 'Salud' como aplicación/sector fuente. No normalizarlo todavía como 'Infraestructura de salud' hasta definir el alcance de la célula hospitalaria.,La normalización actual estrecha el rótulo editorial a una categoría más específica no escrita en la fuente.,SI,,PENDIENTE_2A2,NO,G_AGILES_18_20,NO_PARA_CONTENIDO,INFRA HOSPITALARIA Y ASISTENCIAL,ASIGNADA_2A2,PRIORIDAD_PROYECTO_SALUD,Aplicación explícita a salud/hospitalaria; la célula especializada prevalece sobre otras células.,SIN_CAMBIO,NO,2026-08-17
R0136,DOC-18,250325_Servicios Ágiles_Original.pdf,INFRA OPERACIÓN MINERA,PRINCIPAL,SERVICIOS ÁGILES / Ingeniería Contractual,Servicios ágiles de ingeniería contractual,Diagnóstico contractual; Análisis de prefactibilidad de un reclamo; Apoyo técnico para lograr acuerdo; Análisis a la programación de la obra; Análisis ante término anticipado de contrato,Cinco servicios ágiles contractuales,Minería,Faena minera,DERIVADO: continuidad operacional,2,Sectores atendidos,Rótulo editorial literal 'Minería' sobre imagen de rajo abierto en p.2.,OK,,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,El documento rotula explícitamente el sector 'Minería'.,Mantener 'Minería' como aplicación/sector fuente; no normalizarlo como 'Faena minera' en esta etapa.,"La fuente declara el sector, no una aplicación específica a faena.",NO,,PENDIENTE_2A2,NO,G_AGILES_18_20,NO_PARA_CONTENIDO,INFRA OPERACIÓN MINERA,ASIGNADA_2A2,INTEGRIDAD_INGENIERIA_CONTINUIDAD_MINERIA,"Servicio de integridad, monitoreo, ingeniería, diagnóstico, confiabilidad, continuidad o soporte técnico de activos/operación minera.",SIN_CAMBIO,NO,2026-08-17
R0137,DOC-18,250325_Servicios Ágiles_Original.pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,SERVICIOS ÁGILES / Ingeniería Contractual,Servicios ágiles de ingeniería contractual,Diagnóstico contractual; Análisis de prefactibilidad de un reclamo; Apoyo técnico para lograr acuerdo; Análisis a la programación de la obra; Análisis ante término anticipado de contrato,Cinco servicios ágiles contractuales,Obras públicas,Obras públicas,DERIVADO: continuidad de obra,2,Sectores atendidos,"Rótulo editorial literal 'Obras públicas' en p.2, sobre imagen de estructura colapsada sobre un cauce.",OK,La imagen asociada muestra una obra siniestrada; el documento no explica el caso.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Servicios ágiles de ingeniería contractual,Cinco servicios ágiles contractuales,Obras públicas,El documento rotula explícitamente 'Obras públicas' entre los sectores atendidos.,Mantener la relación factual; la célula se resolverá en 2A.2.,La aplicación está declarada textualmente.,NO,,PENDIENTE_2A2,SI,G_AGILES_18_20,NO_PARA_CONTENIDO,INFRA PÚBLICA RESILIENTE,ASIGNADA_2A2,PROYECTO_INFRAESTRUCTURA_PUBLICA,Aplicación/proyecto público o infraestructura pública no perteneciente a Salud ni Metro/EFE.,SIN_CAMBIO,NO,2026-08-17
R0138,DOC-18,250325_Servicios Ágiles_Original.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,SERVICIOS ÁGILES / Ingeniería Contractual,Servicios ágiles de ingeniería contractual,NO IDENTIFICADO,NO IDENTIFICADO,Energía; Industria,Sector energía e industria,DERIVADO: cobertura sectorial,2,Sectores atendidos,Rótulos editoriales literales 'Energía' e 'Industria' en p.2.,REQUIERE REVISIÓN,Dos sectores declarados que no corresponden a ninguna de las cinco células definidas. Ver 04_revision_manual (CELULA_AMBIGUA).,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Servicios ágiles de ingeniería contractual,NO IDENTIFICADO,Sector energía e industria,El documento rotula explícitamente los sectores 'Energía' e 'Industria'.,Mantener ambos sectores como aplicaciones declaradas. Dejar su encaje en las cinco células pendiente.,"La duda existente es organizacional, no factual.",SI,,PENDIENTE_2A2,SI,G_AGILES_18_20,NO_PARA_CONTENIDO,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0139,DOC-18,250325_Servicios Ágiles_Original.pdf,REQUIERE REVISIÓN,PRINCIPAL,Diagnóstico contractual,Diagnóstico contractual,estudio detallado que identifica mejoras clave y recomienda acciones basadas en las buenas prácticas de la industria,Estudio de mejoras contractuales,NO IDENTIFICADO,NO IDENTIFICADO,DERIVADO: prevención temprana,1,SERVICIOS ÁGILES,Cita literal p.1.,OK,,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Diagnóstico contractual,Estudio de mejoras contractuales,NO IDENTIFICADO,La fuente define Diagnóstico contractual como un estudio detallado que identifica mejoras clave y recomienda acciones basadas en buenas prácticas de la industria.,Mantener servicio/capacidad.,La prestación y su descripción están explícitas.,NO,,PENDIENTE_2A2,SI,G_AGILES_18_20,NO_PARA_CONTENIDO,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0140,DOC-18,250325_Servicios Ágiles_Original.pdf,REQUIERE REVISIÓN,PRINCIPAL,Análisis de prefactibilidad de un reclamo,Prefactibilidad de reclamo,"revisión estratégica del mérito contractual, su documentación de respaldo y la trazabilidad de los perjuicios calculados",Evaluación de mérito de reclamo,NO IDENTIFICADO,NO IDENTIFICADO,DERIVADO: gobernanza de proyecto,1,SERVICIOS ÁGILES,Cita literal p.1.,OK,,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Prefactibilidad de reclamo,Evaluación de mérito de reclamo,NO IDENTIFICADO,"La fuente define el análisis de prefactibilidad de un reclamo mediante revisión del mérito contractual, documentación de respaldo y trazabilidad de perjuicios calculados.",Mantener la relación.,La prestación y sus componentes están explícitos.,NO,,PENDIENTE_2A2,SI,G_AGILES_18_20,NO_PARA_CONTENIDO,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0141,DOC-18,250325_Servicios Ágiles_Original.pdf,REQUIERE REVISIÓN,PRINCIPAL,Apoyo técnico para lograr acuerdo,Apoyo técnico para acuerdo,Facilitamos la resolución de diferencias contractuales con un enfoque técnico que permite alcanzar acuerdos efectivos y prevenir instancias judiciales,Facilitación técnica de acuerdos,instancias judiciales,Prevención de litigio,DERIVADO: prevención temprana,1,SERVICIOS ÁGILES,Cita literal p.1.,OK,"Posicionamiento preventivo, distinto del enfoque pericial-litigioso de DOC-14.",MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,La fuente declara apoyo técnico para lograr acuerdo y dice que el enfoque permite alcanzar acuerdos efectivos y prevenir instancias judiciales.,Mantener 'Apoyo técnico para lograr acuerdo' como servicio/capacidad. Mover 'prevenir instancias judiciales' a beneficio/resultado; no usar 'Prevención de litigio' como aplicación.,La relación coloca un resultado esperado en el campo aplicación.,NO,,PENDIENTE_2A2,NO,G_AGILES_18_20,NO_PARA_CONTENIDO,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0142,DOC-18,250325_Servicios Ágiles_Original.pdf,REQUIERE REVISIÓN,PRINCIPAL,Análisis a la programación de la obra,Análisis de programación de obra,"identificando retrasos, oportunidades de recuperación y simulamos escenarios para mejorar la planificación y la toma de decisiones",Simulación de escenarios de programa,NO IDENTIFICADO,NO IDENTIFICADO,DERIVADO: control de plazo,1,SERVICIOS ÁGILES,Cita literal p.1.,OK,,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"La fuente declara análisis de robustez del programa, identificación de retrasos y oportunidades de recuperación y simulación de escenarios para mejorar planificación y decisiones.","Normalizar como 'Análisis de programación de obra: robustez, retrasos, recuperación y simulación de escenarios', no solo 'Simulación de escenarios de programa'.",La normalización actual omite componentes explícitos del alcance.,NO,,PENDIENTE_2A2,NO,G_AGILES_18_20,NO_PARA_CONTENIDO,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0143,DOC-18,250325_Servicios Ágiles_Original.pdf,REQUIERE REVISIÓN,PRINCIPAL,Análisis ante término anticipado de contrato,Análisis de término anticipado de contrato,"Analizamos y evaluamos las causales de incumplimiento determinadas por retrasos u otros, así como la determinación del avance físico y financiero de la obra",Evaluación de causales y avance,NO IDENTIFICADO,NO IDENTIFICADO,DERIVADO: continuidad de obra,1,SERVICIOS ÁGILES,Cita literal p.1.,OK,"Tercera formulación del mismo servicio TAC (ver DOC-01 p.12 y DOC-14 p.2), con redacción propia.",MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Análisis de término anticipado de contrato,Evaluación de causales y avance,NO IDENTIFICADO,DOC-18 declara 'Análisis ante término anticipado de contrato' y lo define mediante evaluación de causales de incumplimiento y determinación del avance físico y financiero. DOC-14 usa una formulación distinta: estudios de pertinencia ante término anticipado.,Mantener el término y alcance propios de DOC-18. No fusionarlo todavía con DOC-14 ni con TAC de DOC-01.,"La relación está respaldada, pero el corpus contiene formulaciones relacionadas con alcances diferentes.",SI,,PENDIENTE_2A2,NO,G_AGILES_18_20,NO_PARA_CONTENIDO,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0144,DOC-18,250325_Servicios Ágiles_Original.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,IDIEM MÁS DE 125 AÑOS DE CONFIANZA,Trayectoria declarada,"Más de 400 estudios realizados en la última década, respaldando nuestro enfoque técnico",Volumen de estudios,NO IDENTIFICADO,NO IDENTIFICADO,DERIVADO: autoridad técnica,2,"IDIEM, MÁS DE 125 AÑOS DE CONFIANZA",Cita literal p.2.,OK,Consistente con DOC-14 p.1 ('más de 400 estudios en los últimos 10 años'). No contradictorio.,MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Trayectoria declarada,Volumen de estudios,NO IDENTIFICADO,La fuente declara 'Más de 400 estudios realizados en la última década'. El archivo de arte final lleva sello 25-03-2025.,Conservar como claim de trayectoria anclado al documento fechado 25-03-2025; no usarlo como cifra evergreen sin actualización.,"El claim aparece literalmente y existe una fecha de arte final, pero su vigencia futura debe controlarse.",SI,,PENDIENTE_2A2,NO,G_AGILES_18_20,NO_PARA_CONTENIDO,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0145,DOC-18,250325_Servicios Ágiles_Original.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,Imparcialidad e independencia,Imparcialidad e independencia,"Actuamos con total objetividad y autonomía, somos parte de la Universidad de Chile",Independencia por pertenencia universitaria,NO IDENTIFICADO,NO IDENTIFICADO,DERIVADO: independencia técnica,2,"IDIEM, MÁS DE 125 AÑOS DE CONFIANZA",Cita literal p.2.,OK,Aquí la independencia se funda en la pertenencia universitaria; en DOC-14 p.1 se funda en el control de conflictos de interés. Argumentos distintos.,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"La fuente dice 'Actuamos con total objetividad y autonomía, somos parte de la Universidad de Chile'.","Mantener objetividad/autonomía y pertenencia universitaria como atributos declarados separados. No normalizar causalmente como ""Independencia por pertenencia universitaria"".","La fuente yuxtapone ambas afirmaciones, pero no declara explícitamente que una sea la causa de la otra.",NO,,PENDIENTE_2A2,NO,G_AGILES_18_20,NO_PARA_CONTENIDO,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0146,DOC-20,250325_Servicios Ágiles.pdf,INFRA HOSPITALARIA Y ASISTENCIAL,PRINCIPAL,SERVICIOS ÁGILES / Ingeniería Contractual,Servicios ágiles de ingeniería contractual,Diagnóstico contractual; Análisis de prefactibilidad de un reclamo; Apoyo técnico para lograr acuerdo; Análisis a la programación de la obra; Análisis ante término anticipado de contrato,Cinco servicios ágiles contractuales,Salud,Infraestructura de salud,DERIVADO: continuidad de obra,2,Sectores atendidos,Rótulo editorial literal 'Salud' en p.2. Contenido textual idéntico al de DOC-18.,OK,Fila conservada pese a duplicar R0135: proviene de un archivo distinto y no debe eliminarse.,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,El documento rotula explícitamente el sector 'Salud'.,Mantener 'Salud' como aplicación/sector fuente y no convertirlo todavía en 'Infraestructura de salud'.,La normalización estrecha el texto fuente.,SI,,PENDIENTE_2A2,NO,G_AGILES_18_20,SI,INFRA HOSPITALARIA Y ASISTENCIAL,ASIGNADA_2A2,PRIORIDAD_PROYECTO_SALUD,Aplicación explícita a salud/hospitalaria; la célula especializada prevalece sobre otras células.,SIN_CAMBIO,NO,2026-08-17
R0147,DOC-20,250325_Servicios Ágiles.pdf,INFRA OPERACIÓN MINERA,PRINCIPAL,SERVICIOS ÁGILES / Ingeniería Contractual,Servicios ágiles de ingeniería contractual,Diagnóstico contractual; Análisis de prefactibilidad de un reclamo; Apoyo técnico para lograr acuerdo; Análisis a la programación de la obra; Análisis ante término anticipado de contrato,Cinco servicios ágiles contractuales,Minería,Faena minera,DERIVADO: continuidad operacional,2,Sectores atendidos,Rótulo editorial literal 'Minería' en p.2. Contenido textual idéntico al de DOC-18.,OK,Duplica R0136 desde archivo distinto.,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,El documento rotula explícitamente el sector 'Minería'.,Mantener 'Minería' como aplicación/sector fuente; no normalizar como 'Faena minera'.,La fuente no restringe el servicio a una faena específica.,NO,,PENDIENTE_2A2,NO,G_AGILES_18_20,SI,INFRA OPERACIÓN MINERA,ASIGNADA_2A2,INTEGRIDAD_INGENIERIA_CONTINUIDAD_MINERIA,"Servicio de integridad, monitoreo, ingeniería, diagnóstico, confiabilidad, continuidad o soporte técnico de activos/operación minera.",SIN_CAMBIO,NO,2026-08-17
R0148,DOC-20,250325_Servicios Ágiles.pdf,INFRA PÚBLICA RESILIENTE,PRINCIPAL,SERVICIOS ÁGILES / Ingeniería Contractual,Servicios ágiles de ingeniería contractual,Diagnóstico contractual; Análisis de prefactibilidad de un reclamo; Apoyo técnico para lograr acuerdo; Análisis a la programación de la obra; Análisis ante término anticipado de contrato,Cinco servicios ágiles contractuales,Obras públicas,Obras públicas,DERIVADO: continuidad de obra,2,Sectores atendidos,Rótulo editorial literal 'Obras públicas' en p.2. Contenido textual idéntico al de DOC-18.,OK,Duplica R0137 desde archivo distinto.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Servicios ágiles de ingeniería contractual,Cinco servicios ágiles contractuales,Obras públicas,El documento rotula explícitamente 'Obras públicas'.,Mantener la relación factual; dejar la célula para 2A.2.,La aplicación está declarada.,NO,,PENDIENTE_2A2,SI,G_AGILES_18_20,SI,INFRA PÚBLICA RESILIENTE,ASIGNADA_2A2,PROYECTO_INFRAESTRUCTURA_PUBLICA,Aplicación/proyecto público o infraestructura pública no perteneciente a Salud ni Metro/EFE.,SIN_CAMBIO,NO,2026-08-17
R0149,DOC-20,250325_Servicios Ágiles.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,SERVICIOS ÁGILES / Ingeniería Contractual,Servicios ágiles de ingeniería contractual,NO IDENTIFICADO,NO IDENTIFICADO,Energía; Industria,Sector energía e industria,DERIVADO: cobertura sectorial,2,Sectores atendidos,Rótulos editoriales literales 'Energía' e 'Industria' en p.2.,REQUIERE REVISIÓN,Sectores declarados fuera del esquema de cinco células.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Servicios ágiles de ingeniería contractual,NO IDENTIFICADO,Sector energía e industria,El documento rotula explícitamente los sectores 'Energía' e 'Industria'.,Mantener ambos sectores como aplicaciones declaradas; resolver su encaje organizacional en 2A.2.,"La duda es de células, no de evidencia.",SI,,PENDIENTE_2A2,SI,G_AGILES_18_20,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0150,DOC-20,250325_Servicios Ágiles.pdf,REQUIERE REVISIÓN,PRINCIPAL,SERVICIOS ÁGILES / Ingeniería Contractual,Servicios ágiles de ingeniería contractual,Diagnóstico contractual; Análisis de prefactibilidad de un reclamo; Apoyo técnico para lograr acuerdo; Análisis a la programación de la obra; Análisis ante término anticipado de contrato,Cinco servicios ágiles contractuales,NO IDENTIFICADO,NO IDENTIFICADO,DERIVADO: prevención temprana,1,SERVICIOS ÁGILES,Los cinco bloques de p.1 son idénticos palabra por palabra a los de DOC-18 p.1.,OK,Verificado por comparación directa de ambos documentos. Diferencia observada únicamente en marcas de imprenta. Ver 04_revision_manual (POSIBLE_DUPLICADO).,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Servicios ágiles de ingeniería contractual,Cinco servicios ágiles contractuales,NO IDENTIFICADO,"DOC-20 contiene los cinco Servicios Ágiles: Diagnóstico contractual, prefactibilidad de reclamo, apoyo técnico para lograr acuerdo, análisis de programación de obra y análisis ante término anticipado. El contenido visual/textual coincide con DOC-18, salvo marcas de imprenta en DOC-18.",Mantener la relación agregada. Resolver posteriormente la canonicalización DOC-18/DOC-20 para no contar ambos como evidencia independiente.,El contenido está respaldado; el problema pendiente es de duplicidad/canonicalización.,SI,,PENDIENTE_2A2,SI,G_AGILES_18_20,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0151,DOC-20,250325_Servicios Ágiles.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,ANTICIPAMOS PROTEGEMOS Y RESOLVEMOS,Propuesta de valor contractual,Decisiones estratégicas con respaldo experto; Minimización de riesgos; Mejoramos la gestión documental de tu obra,Tres ejes de propuesta de valor,NO IDENTIFICADO,NO IDENTIFICADO,DERIVADO: prevención temprana,2,"ANTICIPAMOS, PROTEGEMOS Y RESOLVEMOS","Cita literal p.2, idéntica a DOC-18 p.2.",OK,'Mejoramos la gestión documental de tu obra' no aparece en DOC-14: es aporte propio de la línea Servicios Ágiles.,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"Bajo 'ANTICIPAMOS, PROTEGEMOS Y RESOLVEMOS' la fuente presenta decisiones estratégicas con respaldo experto, minimización de riesgos y mejora de la gestión documental de la obra.","Tratar el bloque como propuesta de valor/beneficios editoriales del servicio, no como servicio o capacidad técnica autónoma.","El encabezado es una propuesta de valor y los tres elementos describen beneficios/soporte, no una prestación independiente.",NO,,PENDIENTE_2A2,NO,G_AGILES_18_20,SI,,SIN_CELULA_PRIORIZADA,FUERA_ALCANCE_O_SIN_APLICACION_SECTORIAL,"Relación válida, pero sin aplicación explícita suficiente a una de las cinco células priorizadas o correspondiente a un ámbito transversal/no priorizado.",FUERA_DE_CELULAS_PRIORIZADAS,NO,2026-08-17
R0152,DOC-19,250407_Soluciones Integrales en Gestión de Vulnerabilidad e Integridad Estructural.pdf,INFRA OPERACIÓN MINERA,PRINCIPAL,Soluciones especializadas en gestión de vulnerabilidad e integridad estructural,Gestión de vulnerabilidad e integridad estructural,"Inspecciones estructurales especializadas y peritajes: Evaluación de fisuras, deformaciones y corrosión",Inspección y peritaje estructural,INFRAESTRUCTURA MINERA,Infraestructura minera,DERIVADO: seguridad de activos,1,"Portafolio de servicios en integridad estructural, inspecciones y peritajes",Cita literal p.1. Titular de portada: 'INTEGRIDAD Y SEGURIDAD PARA LA INFRAESTRUCTURA MINERA'.,OK,Documento fuente principal para integridad estructural en minería.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Gestión de vulnerabilidad e integridad estructural,Inspección y peritaje estructural,Infraestructura minera,"La fuente desarrolla inspecciones estructurales especializadas, peritajes y evaluación de fisuras, deformaciones y corrosión bajo un servicio para infraestructura minera.",Mantener la relación.,"Servicio, capacidad y aplicación minera están explícitos.",NO,,PENDIENTE_2A2,SI,G_VULNERABILIDAD_19_27,SI_CON_MATICES,INFRA OPERACIÓN MINERA,ASIGNADA_2A2,INTEGRIDAD_INGENIERIA_CONTINUIDAD_MINERIA,"Servicio de integridad, monitoreo, ingeniería, diagnóstico, confiabilidad, continuidad o soporte técnico de activos/operación minera.",SIN_CAMBIO,NO,2026-08-17
R0153,DOC-19,250407_Soluciones Integrales en Gestión de Vulnerabilidad e Integridad Estructural.pdf,LAB MINERO DIGITAL,REQUIERE REVISIÓN,Levantamiento de información técnica en terreno,Levantamiento técnico en terreno,"Inspección visual, aérea y termográfica; Modelos 3D precisos con escáner láser y dron",Inspección aérea y modelación 3D con láser y dron,infraestructura minera,Infraestructura minera,DERIVADO: digitalización de activos mineros,1,Levantamiento de información técnica en terreno,Cita literal p.1.,REQUIERE REVISIÓN,"Combinación explícita minería + tecnología digital de captura. Candidata fuerte a LAB MINERO DIGITAL, pendiente definición de la célula.",MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,La fuente presenta 'Levantamiento de información técnica en terreno' con inspección visual/aérea/termográfica y modelos 3D con escáner láser y dron.,Mantener 'Gestión de vulnerabilidad e integridad estructural' como servicio padre y registrar 'Levantamiento de información técnica en terreno' como capacidad/subservicio.,El mapa utiliza un bloque interno del portafolio como si fuera el servicio principal.,SI,,PENDIENTE_2A2,NO,G_VULNERABILIDAD_19_27,SI_CON_MATICES,INFRA OPERACIÓN MINERA,ASIGNADA_2A2,INTEGRIDAD_INGENIERIA_CONTINUIDAD_MINERIA,"Servicio de integridad, monitoreo, ingeniería, diagnóstico, confiabilidad, continuidad o soporte técnico de activos/operación minera.",REASIGNADA,NO,2026-08-17
R0154,DOC-19,250407_Soluciones Integrales en Gestión de Vulnerabilidad e Integridad Estructural.pdf,INFRA OPERACIÓN MINERA,PRINCIPAL,Monitoreo de salud estructural,Monitoreo de salud estructural,Seguimiento continuo con sensores: Información en tiempo real para la toma de decisiones,Sensorización y datos en tiempo real,infraestructura minera,Infraestructura minera,DERIVADO: monitoreo continuo,1,Monitoreo de salud estructural,Cita literal p.1.,OK,Tercera formulación de salud estructural en el corpus (ver DOC-01 p.9 y DOC-07 p.1-2); redacciones distintas.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Monitoreo de salud estructural,Sensorización y datos en tiempo real,Infraestructura minera,La fuente declara seguimiento continuo con sensores e información en tiempo real para toma de decisiones dentro de Monitoreo de salud estructural.,Mantener la relación.,Servicio/capacidad y contexto minero están explícitos.,NO,,PENDIENTE_2A2,SI,G_VULNERABILIDAD_19_27,SI_CON_MATICES,INFRA OPERACIÓN MINERA,ASIGNADA_2A2,INTEGRIDAD_INGENIERIA_CONTINUIDAD_MINERIA,"Servicio de integridad, monitoreo, ingeniería, diagnóstico, confiabilidad, continuidad o soporte técnico de activos/operación minera.",SIN_CAMBIO,NO,2026-08-17
