knowledge_id,cell,service,capability,application,generation_policy,usage_instruction,taxonomy_statuses,notes,source_relation_ids,document_ids,retrieval_key
KB-IOM-022,INFRA OPERACIÓN MINERA,Servicios a operación minera,Modelo de propagación de ruido,Instalaciones mineras,USE_WITH_MATIZ,Puede usarse sólo conservando el matiz/limitación registrada; no ampliar el alcance.,VALIDADO_CON_MATIZ_2A1B,Bloque agrupado separado en capacidades/servicios declarados. | Capacidad explícita conservada. | Capacidad explícita que había sido omitida en la normalización inicial. | No se introduce “digital”. | Se conserva “preventivo”; no se convierte en predictivo. | Término fuente conservado sin definición técnica adicional. | “Servicios de alta especialización” se trata como etiqueta editorial; no se introduce “digital”.,R0088,DOC-07,INFRA OPERACIÓN MINERA > Servicios a operación minera > Modelo de propagación de ruido > Instalaciones mineras
KB-IOM-023,INFRA OPERACIÓN MINERA,Servicios a operación minera,"Monitoreo preventivo de activos críticos (instrumentación, vibraciones)",Activos críticos mineros,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,Bloque agrupado separado en capacidades/servicios declarados. | Capacidad explícita conservada. | Capacidad explícita que había sido omitida en la normalización inicial. | No se introduce “digital”. | Se conserva “preventivo”; no se convierte en predictivo. | Término fuente conservado sin definición técnica adicional. | “Servicios de alta especialización” se trata como etiqueta editorial; no se introduce “digital”.,R0089,DOC-07,"INFRA OPERACIÓN MINERA > Servicios a operación minera > Monitoreo preventivo de activos críticos (instrumentación, vibraciones) > Activos críticos mineros"
KB-IOM-024,INFRA OPERACIÓN MINERA,Servicios a operación minera,Proyectos de rehabilitación,Infraestructura de operación minera,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,Bloque agrupado separado en capacidades/servicios declarados. | Capacidad explícita conservada. | Capacidad explícita que había sido omitida en la normalización inicial. | No se introduce “digital”. | Se conserva “preventivo”; no se convierte en predictivo. | Término fuente conservado sin definición técnica adicional. | “Servicios de alta especialización” se trata como etiqueta editorial; no se introduce “digital”.,R0194,DOC-28,INFRA OPERACIÓN MINERA > Servicios a operación minera > Proyectos de rehabilitación > Infraestructura de operación minera
KB-IOM-025,INFRA OPERACIÓN MINERA,Servicios a operación minera,Tecnología del hormigón (I+D),Infraestructura de operación minera,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,Bloque agrupado separado en capacidades/servicios declarados. | Capacidad explícita conservada. | Capacidad explícita que había sido omitida en la normalización inicial. | No se introduce “digital”. | Se conserva “preventivo”; no se convierte en predictivo. | Término fuente conservado sin definición técnica adicional. | “Servicios de alta especialización” se trata como etiqueta editorial; no se introduce “digital”.,R0200,DOC-28,INFRA OPERACIÓN MINERA > Servicios a operación minera > Tecnología del hormigón (I+D) > Infraestructura de operación minera
KB-IOM-026,INFRA OPERACIÓN MINERA,Servicios a operación minera,Ingeniería y evaluación de riesgos de incendios,Infraestructura de operación minera,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,Bloque agrupado separado en capacidades/servicios declarados. | Capacidad explícita conservada. | Capacidad explícita que había sido omitida en la normalización inicial. | No se introduce “digital”. | Se conserva “preventivo”; no se convierte en predictivo. | Término fuente conservado sin definición técnica adicional. | “Servicios de alta especialización” se trata como etiqueta editorial; no se introduce “digital”.,R0200,DOC-28,INFRA OPERACIÓN MINERA > Servicios a operación minera > Ingeniería y evaluación de riesgos de incendios > Infraestructura de operación minera
KB-IOM-027,INFRA OPERACIÓN MINERA,Servicios a operación minera,Inspección de estructuras de acero y peritajes de falla en elementos mecánicos,Infraestructura de operación minera,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,Bloque agrupado separado en capacidades/servicios declarados. | Capacidad explícita conservada. | Capacidad explícita que había sido omitida en la normalización inicial. | No se introduce “digital”. | Se conserva “preventivo”; no se convierte en predictivo. | Término fuente conservado sin definición técnica adicional. | “Servicios de alta especialización” se trata como etiqueta editorial; no se introduce “digital”.,R0200,DOC-28,INFRA OPERACIÓN MINERA > Servicios a operación minera > Inspección de estructuras de acero y peritajes de falla en elementos mecánicos > Infraestructura de operación minera
KB-IOM-028,INFRA OPERACIÓN MINERA,Servicios a operación minera,Servicios especializados para la resolución de controversias contractuales,Infraestructura de operación minera,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,Bloque agrupado separado en capacidades/servicios declarados. | Capacidad explícita conservada. | Capacidad explícita que había sido omitida en la normalización inicial. | No se introduce “digital”. | Se conserva “preventivo”; no se convierte en predictivo. | Término fuente conservado sin definición técnica adicional. | “Servicios de alta especialización” se trata como etiqueta editorial; no se introduce “digital”.,R0200,DOC-28,INFRA OPERACIÓN MINERA > Servicios a operación minera > Servicios especializados para la resolución de controversias contractuales > Infraestructura de operación minera
KB-IOM-029,INFRA OPERACIÓN MINERA,Servicios a operación minera,Modelo de propagación de ruidos,Infraestructura de operación minera,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,Bloque agrupado separado en capacidades/servicios declarados. | Capacidad explícita conservada. | Capacidad explícita que había sido omitida en la normalización inicial. | No se introduce “digital”. | Se conserva “preventivo”; no se convierte en predictivo. | Término fuente conservado sin definición técnica adicional. | “Servicios de alta especialización” se trata como etiqueta editorial; no se introduce “digital”.,R0200,DOC-28,INFRA OPERACIÓN MINERA > Servicios a operación minera > Modelo de propagación de ruidos > Infraestructura de operación minera
KB-IOM-030,INFRA OPERACIÓN MINERA,Revisión integral de proyectos de rehabilitación,Levantamiento de condiciones existentes,Infraestructura física de instalaciones mineras,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,,R0080,DOC-07,INFRA OPERACIÓN MINERA > Revisión integral de proyectos de rehabilitación > Levantamiento de condiciones existentes > Infraestructura física de instalaciones mineras
KB-IOM-031,INFRA OPERACIÓN MINERA,Revisión integral de proyectos de rehabilitación,Levantamiento de condiciones existentes,Infraestructura de operaciones mineras,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,,R0198,DOC-28,INFRA OPERACIÓN MINERA > Revisión integral de proyectos de rehabilitación > Levantamiento de condiciones existentes > Infraestructura de operaciones mineras
KB-IOM-032,INFRA OPERACIÓN MINERA,Revisión integral de proyectos de rehabilitación,Soporte directo de laboratorios,Infraestructura física de instalaciones mineras,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,,R0080,DOC-07,INFRA OPERACIÓN MINERA > Revisión integral de proyectos de rehabilitación > Soporte directo de laboratorios > Infraestructura física de instalaciones mineras
KB-IOM-033,INFRA OPERACIÓN MINERA,Revisión integral de proyectos de rehabilitación,Soporte directo de laboratorios,Infraestructura de operaciones mineras,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,,R0198,DOC-28,INFRA OPERACIÓN MINERA > Revisión integral de proyectos de rehabilitación > Soporte directo de laboratorios > Infraestructura de operaciones mineras
KB-IOM-034,INFRA OPERACIÓN MINERA,Revisión integral de proyectos de rehabilitación,Diagnóstico y desarrollo de alternativas de solución,Infraestructura física de instalaciones mineras,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,,R0080,DOC-07,INFRA OPERACIÓN MINERA > Revisión integral de proyectos de rehabilitación > Diagnóstico y desarrollo de alternativas de solución > Infraestructura física de instalaciones mineras
KB-IOM-035,INFRA OPERACIÓN MINERA,Revisión integral de proyectos de rehabilitación,Diagnóstico y desarrollo de alternativas de solución,Infraestructura de operaciones mineras,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,,R0198,DOC-28,INFRA OPERACIÓN MINERA > Revisión integral de proyectos de rehabilitación > Diagnóstico y desarrollo de alternativas de solución > Infraestructura de operaciones mineras
KB-IOM-036,INFRA OPERACIÓN MINERA,Revisión integral de proyectos de rehabilitación,Ingeniería de rehabilitación,Infraestructura física de instalaciones mineras,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,,R0080,DOC-07,INFRA OPERACIÓN MINERA > Revisión integral de proyectos de rehabilitación > Ingeniería de rehabilitación > Infraestructura física de instalaciones mineras
KB-IOM-037,INFRA OPERACIÓN MINERA,Revisión integral de proyectos de rehabilitación,Ingeniería de rehabilitación,Infraestructura de operaciones mineras,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,,R0198,DOC-28,INFRA OPERACIÓN MINERA > Revisión integral de proyectos de rehabilitación > Ingeniería de rehabilitación > Infraestructura de operaciones mineras
KB-IOM-038,INFRA OPERACIÓN MINERA,Ingeniería contractual,Diagnóstico contractual,Minería,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,"“Servicios Ágiles” se conserva como etiqueta editorial, no como nivel taxonómico.",R0136 | R0147,DOC-18 | DOC-20,INFRA OPERACIÓN MINERA > Ingeniería contractual > Diagnóstico contractual > Minería
KB-IOM-039,INFRA OPERACIÓN MINERA,Ingeniería contractual,Análisis de prefactibilidad de un reclamo,Minería,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,"“Servicios Ágiles” se conserva como etiqueta editorial, no como nivel taxonómico.",R0136 | R0147,DOC-18 | DOC-20,INFRA OPERACIÓN MINERA > Ingeniería contractual > Análisis de prefactibilidad de un reclamo > Minería
KB-IOM-040,INFRA OPERACIÓN MINERA,Ingeniería contractual,Apoyo técnico para lograr acuerdo,Minería,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,"“Servicios Ágiles” se conserva como etiqueta editorial, no como nivel taxonómico.",R0136 | R0147,DOC-18 | DOC-20,INFRA OPERACIÓN MINERA > Ingeniería contractual > Apoyo técnico para lograr acuerdo > Minería
KB-IOM-041,INFRA OPERACIÓN MINERA,Ingeniería contractual,Análisis a la programación de la obra,Minería,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,"“Servicios Ágiles” se conserva como etiqueta editorial, no como nivel taxonómico.",R0136 | R0147,DOC-18 | DOC-20,INFRA OPERACIÓN MINERA > Ingeniería contractual > Análisis a la programación de la obra > Minería
KB-IOM-042,INFRA OPERACIÓN MINERA,Ingeniería contractual,Análisis ante término anticipado de contrato,Minería,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,"“Servicios Ágiles” se conserva como etiqueta editorial, no como nivel taxonómico.",R0136 | R0147,DOC-18 | DOC-20,INFRA OPERACIÓN MINERA > Ingeniería contractual > Análisis ante término anticipado de contrato > Minería
KB-IOM-043,INFRA OPERACIÓN MINERA,Gestión de vulnerabilidad e integridad estructural,Inspección y peritaje estructural,Infraestructura minera,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,Aplicación directa del servicio; no se usa “Aplicaciones en la industria minera” como servicio. | El levantamiento se trata como capacidad/subservicio del servicio padre. | La fila fuente era un encabezado de aplicaciones; se mueve al servicio padre.,R0152 | R0202,DOC-19 | DOC-27,INFRA OPERACIÓN MINERA > Gestión de vulnerabilidad e integridad estructural > Inspección y peritaje estructural > Infraestructura minera
KB-IOM-044,INFRA OPERACIÓN MINERA,Gestión de vulnerabilidad e integridad estructural,"Levantamiento de información técnica en terreno: inspección visual, aérea y termográfica; modelos 3D con escáner láser y dron",Infraestructura minera,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,Aplicación directa del servicio; no se usa “Aplicaciones en la industria minera” como servicio. | El levantamiento se trata como capacidad/subservicio del servicio padre. | La fila fuente era un encabezado de aplicaciones; se mueve al servicio padre.,R0153,DOC-19,"INFRA OPERACIÓN MINERA > Gestión de vulnerabilidad e integridad estructural > Levantamiento de información técnica en terreno: inspección visual, aérea y termográfica; modelos 3D con escáner láser y dron > Infraestructura minera"
KB-IOM-045,INFRA OPERACIÓN MINERA,Gestión de vulnerabilidad e integridad estructural,Seguridad estructural en almacenamiento,Depósitos y relaves,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,Aplicación directa del servicio; no se usa “Aplicaciones en la industria minera” como servicio. | El levantamiento se trata como capacidad/subservicio del servicio padre. | La fila fuente era un encabezado de aplicaciones; se mueve al servicio padre.,R0159,DOC-19,INFRA OPERACIÓN MINERA > Gestión de vulnerabilidad e integridad estructural > Seguridad estructural en almacenamiento > Depósitos y relaves
KB-IOM-046,INFRA OPERACIÓN MINERA,Gestión de vulnerabilidad e integridad estructural,Inspección aérea y modelamiento 3D,Infraestructura minera,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,Aplicación directa del servicio; no se usa “Aplicaciones en la industria minera” como servicio. | El levantamiento se trata como capacidad/subservicio del servicio padre. | La fila fuente era un encabezado de aplicaciones; se mueve al servicio padre.,R0203,DOC-27,INFRA OPERACIÓN MINERA > Gestión de vulnerabilidad e integridad estructural > Inspección aérea y modelamiento 3D > Infraestructura minera
KB-IOM-047,INFRA OPERACIÓN MINERA,Gestión de vulnerabilidad e integridad estructural,,Soportes; edificios industriales,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA | VALIDADO_2A1B,Aplicación directa del servicio; no se usa “Aplicaciones en la industria minera” como servicio. | El levantamiento se trata como capacidad/subservicio del servicio padre. | La fila fuente era un encabezado de aplicaciones; se mueve al servicio padre.,R0160,DOC-19,INFRA OPERACIÓN MINERA > Gestión de vulnerabilidad e integridad estructural > Soportes; edificios industriales
KB-IOM-048,INFRA OPERACIÓN MINERA,Gestión de vulnerabilidad e integridad estructural,,Fundaciones; muros; túneles,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA | VALIDADO_2A1B,Aplicación directa del servicio; no se usa “Aplicaciones en la industria minera” como servicio. | El levantamiento se trata como capacidad/subservicio del servicio padre. | La fila fuente era un encabezado de aplicaciones; se mueve al servicio padre.,R0161,DOC-19,INFRA OPERACIÓN MINERA > Gestión de vulnerabilidad e integridad estructural > Fundaciones; muros; túneles
KB-IOM-049,INFRA OPERACIÓN MINERA,Gestión de vulnerabilidad e integridad estructural,,Torres de transmisión; subestaciones,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA | VALIDADO_2A1B,Aplicación directa del servicio; no se usa “Aplicaciones en la industria minera” como servicio. | El levantamiento se trata como capacidad/subservicio del servicio padre. | La fila fuente era un encabezado de aplicaciones; se mueve al servicio padre.,R0162,DOC-19,INFRA OPERACIÓN MINERA > Gestión de vulnerabilidad e integridad estructural > Torres de transmisión; subestaciones
KB-IOM-050,INFRA OPERACIÓN MINERA,Gestión de vulnerabilidad e integridad estructural,,Estructuras metálicas: soportes y edificios industriales,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA | VALIDADO_2A1B,Aplicación directa del servicio; no se usa “Aplicaciones en la industria minera” como servicio. | El levantamiento se trata como capacidad/subservicio del servicio padre. | La fila fuente era un encabezado de aplicaciones; se mueve al servicio padre.,R0206,DOC-27,INFRA OPERACIÓN MINERA > Gestión de vulnerabilidad e integridad estructural > Estructuras metálicas: soportes y edificios industriales
KB-IOM-051,INFRA OPERACIÓN MINERA,Gestión de vulnerabilidad e integridad estructural,,"Infraestructura de obra civil: fundaciones, muros y túneles",USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA | VALIDADO_2A1B,Aplicación directa del servicio; no se usa “Aplicaciones en la industria minera” como servicio. | El levantamiento se trata como capacidad/subservicio del servicio padre. | La fila fuente era un encabezado de aplicaciones; se mueve al servicio padre.,R0206,DOC-27,"INFRA OPERACIÓN MINERA > Gestión de vulnerabilidad e integridad estructural > Infraestructura de obra civil: fundaciones, muros y túneles"
KB-IOM-052,INFRA OPERACIÓN MINERA,Gestión de vulnerabilidad e integridad estructural,,"Equipos estáticos y de soporte: chancadores, molinos y correas",USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA | VALIDADO_2A1B,Aplicación directa del servicio; no se usa “Aplicaciones en la industria minera” como servicio. | El levantamiento se trata como capacidad/subservicio del servicio padre. | La fila fuente era un encabezado de aplicaciones; se mueve al servicio padre.,R0206,DOC-27,"INFRA OPERACIÓN MINERA > Gestión de vulnerabilidad e integridad estructural > Equipos estáticos y de soporte: chancadores, molinos y correas"
KB-IOM-053,INFRA OPERACIÓN MINERA,Gestión de vulnerabilidad e integridad estructural,,Infraestructura eléctrica: torres de transmisión y subestaciones,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA | VALIDADO_2A1B,Aplicación directa del servicio; no se usa “Aplicaciones en la industria minera” como servicio. | El levantamiento se trata como capacidad/subservicio del servicio padre. | La fila fuente era un encabezado de aplicaciones; se mueve al servicio padre.,R0206,DOC-27,INFRA OPERACIÓN MINERA > Gestión de vulnerabilidad e integridad estructural > Infraestructura eléctrica: torres de transmisión y subestaciones
KB-IOM-054,INFRA OPERACIÓN MINERA,Gestión de vulnerabilidad e integridad estructural,,Depósitos y relaves,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA | VALIDADO_2A1B,Aplicación directa del servicio; no se usa “Aplicaciones en la industria minera” como servicio. | El levantamiento se trata como capacidad/subservicio del servicio padre. | La fila fuente era un encabezado de aplicaciones; se mueve al servicio padre.,R0206,DOC-27,INFRA OPERACIÓN MINERA > Gestión de vulnerabilidad e integridad estructural > Depósitos y relaves
KB-IOM-055,INFRA OPERACIÓN MINERA,Monitoreo de salud estructural,Sensorización y datos en tiempo real,Infraestructura minera,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,"No se extiende automáticamente a chancadores, molinos y correas. | No usar “equipo rotativo” para todo el bloque.",R0154,DOC-19,INFRA OPERACIÓN MINERA > Monitoreo de salud estructural > Sensorización y datos en tiempo real > Infraestructura minera
KB-IOM-056,INFRA OPERACIÓN MINERA,Monitoreo de salud estructural,Análisis de vibraciones de equipo rotativo,Equipo rotativo,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,"No se extiende automáticamente a chancadores, molinos y correas. | No usar “equipo rotativo” para todo el bloque.",R0155 | R0204,DOC-19 | DOC-27,INFRA OPERACIÓN MINERA > Monitoreo de salud estructural > Análisis de vibraciones de equipo rotativo > Equipo rotativo
KB-IOM-057,INFRA OPERACIÓN MINERA,Monitoreo de salud estructural,Análisis predictivo de fallas,Infraestructura minera,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,"No se extiende automáticamente a chancadores, molinos y correas. | No usar “equipo rotativo” para todo el bloque.",R0156,DOC-19,INFRA OPERACIÓN MINERA > Monitoreo de salud estructural > Análisis predictivo de fallas > Infraestructura minera
KB-IOM-058,INFRA OPERACIÓN MINERA,Monitoreo de salud estructural,Evaluación estructural: diagnóstico del comportamiento general,,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,"No se extiende automáticamente a chancadores, molinos y correas. | No usar “equipo rotativo” para todo el bloque.",R0204,DOC-27,INFRA OPERACIÓN MINERA > Monitoreo de salud estructural > Evaluación estructural: diagnóstico del comportamiento general
KB-IOM-059,INFRA OPERACIÓN MINERA,Monitoreo de salud estructural,Seguimiento continuo con sensores: información en tiempo real,,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,"No se extiende automáticamente a chancadores, molinos y correas. | No usar “equipo rotativo” para todo el bloque.",R0204,DOC-27,INFRA OPERACIÓN MINERA > Monitoreo de salud estructural > Seguimiento continuo con sensores: información en tiempo real
KB-IOM-060,INFRA OPERACIÓN MINERA,Monitoreo de salud estructural,Análisis predictivo para mantenimiento oportuno,,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,"No se extiende automáticamente a chancadores, molinos y correas. | No usar “equipo rotativo” para todo el bloque.",R0204,DOC-27,INFRA OPERACIÓN MINERA > Monitoreo de salud estructural > Análisis predictivo para mantenimiento oportuno
KB-IOM-061,INFRA OPERACIÓN MINERA,Gestión de integridad estructural (SIM),Programa SIM,Infraestructura minera,USE_WITH_MATIZ,Puede usarse sólo conservando el matiz/limitación registrada; no ampliar el alcance.,VALIDADO_CON_MATIZ_2A1B,,R0157 | R0205,DOC-19 | DOC-27,INFRA OPERACIÓN MINERA > Gestión de integridad estructural (SIM) > Programa SIM > Infraestructura minera
KB-IOM-062,INFRA OPERACIÓN MINERA,Planes de mantenimiento estructural,Plan de mantenimiento para vida útil,Activos mineros,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,,R0158 | R0207,DOC-19 | DOC-27,INFRA OPERACIÓN MINERA > Planes de mantenimiento estructural > Plan de mantenimiento para vida útil > Activos mineros
KB-IOM-063,INFRA OPERACIÓN MINERA,Revisión de cumplimiento normativo,Tres ámbitos de revisión normativa,Marcos normativos y corporativos mineros,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,,R0197,DOC-28,INFRA OPERACIÓN MINERA > Revisión de cumplimiento normativo > Tres ámbitos de revisión normativa > Marcos normativos y corporativos mineros
KB-IOM-064,INFRA OPERACIÓN MINERA,Acústica ambiental,Estudios de impacto acústico,Proyectos mineros,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,,R0249,DOC-11,INFRA OPERACIÓN MINERA > Acústica ambiental > Estudios de impacto acústico > Proyectos mineros
KB-IOM-065,INFRA OPERACIÓN MINERA,Ingeniería en confiabilidad de materiales metálicos y poliméricos,Aplicación multisectorial declarada,Minería,USE_WITH_MATIZ,Puede usarse sólo conservando el matiz/limitación registrada; no ampliar el alcance.,VALIDADO_CON_MATIZ_2A1B,,R0260,DOC-25,INFRA OPERACIÓN MINERA > Ingeniería en confiabilidad de materiales metálicos y poliméricos > Aplicación multisectorial declarada > Minería
KB-LMD-001,LAB MINERO DIGITAL,Laboratorio en obra,Laboratorio permanente en faena,Proyectos mineros,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,El encabezado “IDIEM ES EFICIENCIA E INMEDIATEZ” no se usa como servicio.,R0063 | R0218,DOC-04 | DOC-29,LAB MINERO DIGITAL > Laboratorio en obra > Laboratorio permanente en faena > Proyectos mineros
KB-LMD-002,LAB MINERO DIGITAL,Laboratorio en obra,Seguimiento digital de resultados de ensayo,Proyectos mineros,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,El encabezado “IDIEM ES EFICIENCIA E INMEDIATEZ” no se usa como servicio.,R0066,DOC-04,LAB MINERO DIGITAL > Laboratorio en obra > Seguimiento digital de resultados de ensayo > Proyectos mineros
KB-LMD-003,LAB MINERO DIGITAL,Laboratorio en obra,Seguimiento en línea de resultados de ensayos,Minería,USE_AUDITED_CORRECTION,Usar únicamente la versión corregida/normalizada por la auditoría 2A.1B; no reutilizar la normalización anterior.,NORMALIZADO_SEGUN_AUDITORIA,El encabezado “IDIEM ES EFICIENCIA E INMEDIATEZ” no se usa como servicio.,R0220,DOC-29,LAB MINERO DIGITAL > Laboratorio en obra > Seguimiento en línea de resultados de ensayos > Minería
KB-LMD-004,LAB MINERO DIGITAL,Laboratorio de rocas,Ensayos de mecánica de rocas,Macizo rocoso,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,Claims de exclusividad/ranking mundial quedan bloqueados; se conserva la existencia del equipo.,R0166,DOC-21,LAB MINERO DIGITAL > Laboratorio de rocas > Ensayos de mecánica de rocas > Macizo rocoso
KB-LMD-005,LAB MINERO DIGITAL,Laboratorio de rocas,Ensayos de mecánica de rocas,Industria minera,USE_FACTUAL,"Puede usarse como conocimiento técnico factual, respetando literalmente el alcance respaldado por la evidencia.",VALIDADO_2A1B,Claims de exclusividad/ranking mundial quedan bloqueados; se conserva la existencia del equipo.,R0211,DOC-30,LAB MINERO DIGITAL > Laboratorio de rocas > Ensayos de mecánica de rocas > Industria minera
