id,archivo,concepto,celulas,subtemas,disciplina,entorno,orientacion,tipo,derechos,personas,consentimiento,fuente,fecha,tags_libres,notas
PHO-0053,generico_espacio_trabajo_papeles_anotaciones.jpg,planos;ingeniería,INFRA PÚBLICA RESILIENTE;INFRA HOSPITALARIA Y ASISTENCIAL;INFRA OPERACIÓN MINERA,Ingeniería contractual,corporativa,oficina,H,stock_licenciada,licencia_vigente,no,na,https://drive.google.com/file/d/106O9BRW4nnxHT17zRJB_fwVQ_Bs3SLt1/view,,planos;documentos;anotaciones;ingeniería,[Inferencia] apariencia de stock; proveedor y licencia no verificables desde Drive.
PHO-0054,generico_faena_minera.jpg,faena-minera;rajo,INFRA OPERACIÓN MINERA;LAB MINERO DIGITAL,Gestión de vulnerabilidad e integridad estructural;Geotecnia y rocas,geotecnia,mina,H,stock_licenciada,licencia_vigente,no,na,https://drive.google.com/file/d/1k47H8j5hCCTS2wAT4NEIz2sIjB6qULNf/view,,minería;rajo;faena;camiones,[Inferencia] apariencia de stock; proveedor y licencia no verificables desde Drive.
PHO-0055,generico_cascos_construccion.jpg,cascos;construcción,INFRA PÚBLICA RESILIENTE;INFRA OPERACIÓN MINERA,Inspección y aseguramiento de calidad;Cumplimiento normativo,construccion,obra,H,stock_licenciada,licencia_vigente,no,na,https://drive.google.com/file/d/1fxOLtVTMqITln8hJn134BvoqtSoc9xjP/view,,cascos;EPP;seguridad;obra,[Inferencia] apariencia de stock; proveedor y licencia no verificables desde Drive.
PHO-0056,generico_incendio.jpg,incendio;estructura,INFRA PÚBLICA RESILIENTE;INFRA OPERACIÓN MINERA,Ingeniería contra incendios,incendios,terreno,H,stock_licenciada,licencia_vigente,no,na,https://drive.google.com/file/d/1VNlYNac3Wf4sc2ZqFdiwUfsbtYRjJbvQ/view,,incendio;llamas;emergencia;edificio,Siluetas no identificables. [Inferencia] apariencia de stock; proveedor y licencia no verificables desde Drive.
PHO-0057,generico_gruas_obras_construccion.jpg,grúas;construcción,INFRA PÚBLICA RESILIENTE,Tecnología de la construcción,construccion,obra,H,stock_licenciada,licencia_vigente,no,na,https://drive.google.com/file/d/1BOrEQb1X-PcNzb7aCQz_rfsS64QCOXX1/view,,grúas;obra;edificio;construcción,[Inferencia] apariencia de stock; proveedor y licencia no verificables desde Drive.
PHO-0058,generico_laptop_ejecutivo_trabajando.jpg,planos;laptop,INFRA PÚBLICA RESILIENTE;INFRA HOSPITALARIA Y ASISTENCIAL;INFRA OPERACIÓN MINERA,Ingeniería contractual,corporativa,oficina,H,stock_licenciada,licencia_vigente,no,na,https://drive.google.com/file/d/1KnC9RDEQUNZMxWX28rphzN2EGLz1ZNOl/view,,laptop;planos;trabajo;ingeniería,Solo manos visibles; no permiten identificar a una persona. [Inferencia] apariencia de stock; proveedor y licencia no verificables desde Drive.
PHO-0059,generico_sombra_obra_construccion_edificio.jpg,edificio;obra,INFRA PÚBLICA RESILIENTE,Tecnología de la construcción,construccion,obra,H,stock_licenciada,licencia_vigente,no,na,https://drive.google.com/file/d/1i4PDTHwyvpYw6NER6vO5wHq7yYMl99vi/view,,edificio;grúas;silueta;obra,[Inferencia] apariencia de stock; proveedor y licencia no verificables desde Drive.
PHO-0060,generica_obra_construccion_puente_acero_hormigon.jpg,puente;construcción,INFRA PÚBLICA RESILIENTE,Tecnología de la construcción;Inspección y aseguramiento de calidad,estructuras,obra,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1Jjp5joDDjbHm7DftlTFDSxko5p-hKLMg/view,2015-01-07,puente;acero;hormigón;obra;estructura,Puente vial; no se asigna INFRA CRÍTICA TRANSPORTE. [Inferencia] derechos propios por contexto de librería; no verificados documentalmente.
PHO-0061,generica_estructura_acero.jpg,estructura-acero;montaje,INFRA PÚBLICA RESILIENTE;INFRA OPERACIÓN MINERA,Peritajes y evaluación estructural;Peritajes e inspección estructural,acero,obra,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1ZyIkyiR6fIYtIjYZHSa1047E8__9Qo1z/view,,acero;estructura;montaje;vigas,[Inferencia] uso transversal IPR/IOM y derechos propios por contexto; sector específico no verificable visualmente.
PHO-0062,generica_obra_construccion_edificio3.jpg,hormigón;construcción,INFRA PÚBLICA RESILIENTE;INFRA OPERACIÓN MINERA,Tecnología de la construcción;Tecnología del hormigón,hormigon,obra,H,stock_licenciada,licencia_vigente,no,na,https://drive.google.com/file/d/1768ydQKni_fM24PNo3qxNtgdZY2h3RnD/view,2019-02-06,hormigón;trabajadores;obra;encofrado,Personas en silueta sin rasgos identificables. [Inferencia] apariencia de stock; proveedor y licencia no verificables desde Drive.
PHO-0063,generica_obra_construccion_edificio2.jpg,edificio;fachada,INFRA PÚBLICA RESILIENTE,Tecnología de la construcción,construccion,obra,H,stock_licenciada,licencia_vigente,no,na,https://drive.google.com/file/d/1gdcNnxkJcGsjH5WABYQ9fa_PKL2GDLGI/view,,edificio;fachada;grúas;construcción,[Inferencia] apariencia de stock; proveedor y licencia no verificables desde Drive.
PHO-0064,generica_arquitectura-construccion-bim2.jpg.webp,arquitectura;BIM,INFRA PÚBLICA RESILIENTE;INFRA OPERACIÓN MINERA,Tecnología de la construcción;Modelamiento y levantamiento digital,levantamiento,oficina,H,stock_licenciada,licencia_vigente,no,na,https://drive.google.com/file/d/1wwOTAnuDsvoG6aawb1awhdb6hYA2-lFe/view,,BIM;modelo-3D;arquitectura;digital,[Inferencia] apariencia de visualización stock; proveedor y licencia no verificables desde Drive.
PHO-0065,generica_arquitectura-construccion-bim.jpg,modelo-arquitectónico;BIM,INFRA PÚBLICA RESILIENTE,Sustentabilidad y arquitectura;Tecnología de la construcción,construccion,oficina,H,stock_licenciada,licencia_vigente,no,na,https://drive.google.com/file/d/1mxaZufor8o3cPd41iy9D47wztVrWN-a3/view,,BIM;arquitectura;vivienda;plano,[Inferencia] apariencia de stock; proveedor y licencia no verificables desde Drive.
PHO-0066,generica_obra_construccion_edificio.jpg,edificio;hormigón,INFRA PÚBLICA RESILIENTE,Tecnología de la construcción,construccion,obra,H,stock_licenciada,licencia_vigente,no,na,https://drive.google.com/file/d/19RbuqrQknv1QWgQYetXtEgB1r08TCCr1/view,,edificio;hormigón;estructura;obra,[Inferencia] apariencia de stock; proveedor y licencia no verificables desde Drive.
PHO-0067,generica_hospital.jpg,hospital;arquitectura,INFRA HOSPITALARIA Y ASISTENCIAL;INFRA PÚBLICA RESILIENTE,Sostenibilidad hospitalaria;Sustentabilidad y arquitectura,salud,terreno,H,stock_licenciada,licencia_vigente,no,na,https://drive.google.com/file/d/145Rtu5NfO2uLDK0WWNLPn1ZIqjHTEQ6D/view,,hospital;salud;arquitectura;edificio,Imagen/render de hospital. [Inferencia] apariencia de stock o visualización externa; proveedor y licencia no verificables desde Drive.
PHO-0068,generica_departamentos.jpg,departamentos;arquitectura,INFRA PÚBLICA RESILIENTE,Sustentabilidad y arquitectura,construccion,terreno,H,stock_licenciada,licencia_vigente,no,na,https://drive.google.com/file/d/1O6_ylJoRW5nBAda7aFLDFz_Y95VB7mSJ/view,,departamentos;vivienda;edificios;arquitectura,[Inferencia] apariencia de stock; proveedor y licencia no verificables desde Drive.
PHO-0069,profesionales_idiem_edificio_terremoto3.jpg,edificio-dañado;inspección,INFRA PÚBLICA RESILIENTE,Peritajes y evaluación estructural;Diagnóstico técnico de obras ejecutadas,estructuras,terreno,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1RYwWOk9ijCb8uUtyeEJX6hEcmmwvct22/view,2010-03-02,edificio;daño-estructural;inspección;IDIEM,"Profesionales de espaldas o a distancia, sin rasgos identificables. No se atribuye la causa del daño solo por el nombre del archivo."
PHO-0070,profesionales_idiem_edificio_terremoto2.jpg,edificio-dañado;inspección,INFRA PÚBLICA RESILIENTE,Peritajes y evaluación estructural;Diagnóstico técnico de obras ejecutadas,estructuras,terreno,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1pJtrYLgwbDiEvI7js8Fu2kQ-NIOMa47E/view,2010-03-01,edificio;daño-estructural;inspección;IDIEM,Profesional de espaldas; no identificable. No se atribuye la causa del daño solo por el nombre del archivo.
PHO-0071,profesionales_idiem_edificio_terremoto.jpg,edificio-dañado;inspección,INFRA PÚBLICA RESILIENTE,Peritajes y evaluación estructural;Diagnóstico técnico de obras ejecutadas,estructuras,terreno,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1r5sGck9HudtK3OhMTu1j3P4wOcrsKZW4/view,2010-03-01,edificio;daño-estructural;inspección;IDIEM,Profesionales sin rasgos faciales suficientemente identificables. No se atribuye la causa del daño solo por el nombre del archivo.
PHO-0072,generica_profesional_idiem_isla_de_pascua.png,profesional-IDIEM;terreno,INFRA PÚBLICA RESILIENTE,Sustentabilidad y arquitectura,personas,terreno,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1iLwIm4TDYkqk4vO40Kbzn7ukKFhmbz8C/view,,IDIEM;profesional;terreno;patrimonio,Persona de espaldas y no identificable. La imagen no muestra un servicio técnico específico; subtema asignado por contexto territorial/arquitectónico visible.
PHO-0073,ensayo_laboratorio_incendio_humos_frios.jpg,ensayo-incendio;humo,INFRA PÚBLICA RESILIENTE;INFRA OPERACIÓN MINERA,Ingeniería contra incendios,incendios,laboratorio,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1NvR0W4hVMrO8IzpQ70SizhF6XZ_n3pcz/view,2008-06-13,incendio;humo;ensayo;laboratorio,Personas presentes sin rasgos faciales identificables. [Inferencia] derechos propios por contexto técnico de la librería.
PHO-0074,ensayo_laboratorio_incendio.jpg,ensayo-incendio;llama,INFRA PÚBLICA RESILIENTE;INFRA OPERACIÓN MINERA,Ingeniería contra incendios,incendios,laboratorio,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/12XvhTLzuh1yq88fohfvvJGcX6Dl2yO9R/view,,incendio;llama;ensayo;laboratorio,Archivo comparte nombre con otros ensayos; se diferencia por URL de Drive. [Inferencia] derechos propios por contexto técnico.
PHO-0075,ensayo_laboratorio_incendio.jpg,ensayo-incendio;llama,INFRA PÚBLICA RESILIENTE;INFRA OPERACIÓN MINERA,Ingeniería contra incendios,incendios,laboratorio,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1a0iVM0kX3z1Vj3j9rh0y_Xhr7z3duxGE/view,,incendio;llama;ensayo;laboratorio,Archivo comparte nombre con otros ensayos; se diferencia por URL de Drive. [Inferencia] derechos propios por contexto técnico.
PHO-0076,ensayo_laboratorio_incendio.jpg,ensayo-incendio;protección,INFRA PÚBLICA RESILIENTE;INFRA OPERACIÓN MINERA,Ingeniería contra incendios,incendios,laboratorio,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1uXa9tZKmMmUw_whUAGOvsZ8C829e54ga/view,2005-03-21,incendio;ensayo;protección;laboratorio,Persona con rostro completamente cubierto por equipo de protección; no identificable. Archivo comparte nombre con otros ensayos.
PHO-0077,ensayo_laboratorio_incendio.jpg,ensayo-incendio;llama,INFRA PÚBLICA RESILIENTE;INFRA OPERACIÓN MINERA,Ingeniería contra incendios,incendios,laboratorio,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1MlOzGmXMQ3dXChqZQTxXfy1ZdNpUyIwM/view,,incendio;llama;ensayo;laboratorio,Archivo comparte nombre con otros ensayos; se diferencia por URL de Drive. [Inferencia] derechos propios por contexto técnico.
PHO-0078,construccion_tunel.jpg,túnel;levantamiento,INFRA PÚBLICA RESILIENTE;INFRA OPERACIÓN MINERA;LAB MINERO DIGITAL,Tecnología de la construcción;Modelamiento y levantamiento digital;Geotecnia y rocas,levantamiento,obra,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1A4_u6yZvOEvLLivlatyiG3-cjypcLEIC/view,,túnel;topografía;roca;obra;instrumento,No se puede verificar visualmente si el túnel corresponde a minería o infraestructura pública; se conserva uso transversal.
PHO-0079,generica_faena_minera.jpg,faena-minera;rajo,INFRA OPERACIÓN MINERA;LAB MINERO DIGITAL,Gestión de vulnerabilidad e integridad estructural;Geotecnia y rocas,geotecnia,mina,H,stock_licenciada,licencia_vigente,no,na,https://drive.google.com/file/d/177kbqbkGi1A6SbVnM5c6IWagQkebLtlv/view,,minería;rajo;faena;camiones,[Inferencia] apariencia de imagen genérica/stock; proveedor y licencia no verificables desde Drive.
PHO-0080,camioneta_idiem_en_faena_minera2.jpg,camioneta-IDIEM;minería,INFRA OPERACIÓN MINERA;LAB MINERO DIGITAL,Geotecnia y rocas,corporativa,mina,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1S4dVSx_q5Hlc74NPF4_apwRGtSWaTFKm/view,,IDIEM;camioneta;minería;faena,Imagen institucional en faena minera; no se ve un servicio técnico específico.
PHO-0081,camioneta_idiem_en_faena_minera.jpg,camioneta-IDIEM;minería,INFRA OPERACIÓN MINERA;LAB MINERO DIGITAL,Geotecnia y rocas,corporativa,mina,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1chYBgj7l_yZyPv3SJry91G8AorJVWLgl/view,,IDIEM;camioneta;minería;faena,Imagen institucional en faena minera; no se ve un servicio técnico específico.
PHO-0082,construccion_hospital_queilen.jpg,hospital;construcción,INFRA HOSPITALARIA Y ASISTENCIAL;INFRA PÚBLICA RESILIENTE,Sostenibilidad hospitalaria;Tecnología de la construcción,salud,obra,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1xVBaAfTdTCKZDRoHq-Ux0PvstaVG6XAD/view,,hospital;construcción;salud;obra,El uso hospitalario es visible; no se infiere cliente ni alcance contractual. [Inferencia] derechos propios por contexto de librería.
PHO-0083,profesional_idiem_especialidades.jpg,instalaciones;inspección,INFRA PÚBLICA RESILIENTE,Ensayos de especialidades;Sustentabilidad y arquitectura,construccion,obra,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1Q7ZxEb4AqzCJEHKWEckegB1zwsgy67HK/view,2012-05-09,IDIEM;instalaciones;estanques;tuberías;inspección,Profesional de espaldas; no identificable. No se puede verificar visualmente el tipo exacto de instalación.
PHO-0084,profesional_idiem_azotea_especialidades.jpg,solar;inspección,INFRA PÚBLICA RESILIENTE,Sustentabilidad y arquitectura;Ensayos de especialidades,sustentabilidad,terreno,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1pW2kPRPDqL5451huohwqC3qxhxFrnvWs/view,2012-05-22,IDIEM;solar;colector;azotea;inspección,Profesional de espaldas; no identificable. Contexto de sistema solar visible.
PHO-0085,generica_casco_idiem_tablet.jpg,IDIEM;tablet,INFRA PÚBLICA RESILIENTE;INFRA HOSPITALARIA Y ASISTENCIAL;INFRA OPERACIÓN MINERA,Inspección y aseguramiento de calidad;Ingeniería contractual;Cumplimiento normativo,corporativa,obra,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1xUlYXbYXjL1VpIvy_EewpWXAOSQtEWhQ/view,2016-08-03,IDIEM;casco;tablet;tecnología;inspección,No hay persona identificable; imagen institucional reutilizable en varias células.
PHO-0086,profesional_idiem_obra_construccion_vivienda3.jpg,profesionales;obra,INFRA PÚBLICA RESILIENTE,Inspección y aseguramiento de calidad;Tecnología de la construcción,personas,obra,H,persona,propia,si,no,https://drive.google.com/file/d/1qRAz9_bun7kSNz4rRs1t0bwLri_PUd3c/view,2016-08-03,IDIEM;profesionales;obra;vivienda;EPP,Personas identificables; consentimiento pendiente de confirmar.
PHO-0087,profesional_idiem_obra_construccion_vivienda2.jpg,profesional;planos,INFRA PÚBLICA RESILIENTE,Inspección y aseguramiento de calidad;Tecnología de la construcción,personas,obra,H,persona,propia,si,no,https://drive.google.com/file/d/1wx7nxQiH9r1X2C2osEbEmmdA_B1qTLEJ/view,2016-08-03,IDIEM;profesional;planos;obra;EPP,Persona identificable; consentimiento pendiente de confirmar.
PHO-0088,profesional_idiem_obra_construccion_vivienda.jpg,profesional;obra,INFRA PÚBLICA RESILIENTE,Inspección y aseguramiento de calidad;Tecnología de la construcción,personas,obra,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1LeD87VrUVQn4iH7NesS_AY8Ovobar6zz/view,2017-03-15,IDIEM;profesional;planos;obra;vivienda,Profesional de espaldas; no identificable.
PHO-0089,obra_construccion_shotcrete_hormigon.jpg,shotcrete;hormigón,INFRA PÚBLICA RESILIENTE;INFRA OPERACIÓN MINERA,Tecnología de la construcción;Tecnología del hormigón,hormigon,obra,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1H65rltF4elWkd6aXtKpdu2S96_CxMwSl/view,,shotcrete;hormigón;proyección;obra;EPP,Trabajadores presentes sin rasgos faciales claramente identificables. [Inferencia] derechos propios por contexto técnico.
PHO-0090,fisuras_en_hormigon.jpg,fisuras;hormigón,INFRA PÚBLICA RESILIENTE;INFRA OPERACIÓN MINERA,Peritajes y evaluación estructural;Diagnóstico técnico de obras ejecutadas;Peritajes e inspección estructural;Gestión de vulnerabilidad e integridad estructural,hormigon,terreno,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1EL39BBZPDhk0ohac68EUalnxzVb3dkC3/view,,hormigón;fisuras;daño;diagnóstico,Fisuras visibles; no se infiere su causa. [Inferencia] derechos propios por contexto técnico.
PHO-0091,generica_hormigon_obra_edificio_equipo_idiem.jpg,hormigón;instrumentación,INFRA PÚBLICA RESILIENTE;INFRA OPERACIÓN MINERA,Inspección y aseguramiento de calidad;Ensayos de especialidades;Tecnología del hormigón,hormigon,obra,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/16urP2GSF1Q43HZLPNX2xCD5TOZ2XxSNz/view,,IDIEM;hormigón;instrumentación;ensayo;obra,Trabajadores de espaldas/con casco; no identificables. El tipo exacto de ensayo no puede verificarse visualmente.
PHO-0092,generica_construccion_edificio.jpg,edificio;construcción,INFRA PÚBLICA RESILIENTE,Tecnología de la construcción,construccion,obra,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1WWMzjdxObQWBQIIvXcqKJQKBowYpc-j4/view,,edificio;obra;grúas;construcción,[Inferencia] derechos propios por contexto de librería; no verificados documentalmente.
PHO-0093,construiccion_obra_Templo_Bahai.png,arquitectura;construcción,INFRA PÚBLICA RESILIENTE,Sustentabilidad y arquitectura;Tecnología de la construcción,construccion,obra,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1ETRcFbM9tDgn5QIBaaIQ1yqYVoHINqWz/view,,arquitectura;obra;estructura;construcción,Trabajadores a gran distancia; no identificables. No se usa el nombre del archivo para atribuir participación de IDIEM.
PHO-0094,generica_camioneta_idiem_norte_chile.jpg,camioneta-IDIEM;terreno,INFRA PÚBLICA RESILIENTE;INFRA OPERACIÓN MINERA;LAB MINERO DIGITAL,,corporativa,terreno,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1YgW2r-LFY-UPqXGjIP2_dk63QHLuMoCZ/view,,IDIEM;camioneta;terreno;norte;corporativa,Imagen institucional de terreno; no se ve un servicio técnico ni un contexto sectorial inequívoco.
PHO-0095,obra_construccion_edificio_costanera_center.jpg,edificio;construcción,INFRA PÚBLICA RESILIENTE,Tecnología de la construcción,construccion,obra,V,propia_idiem,propia,no,na,https://drive.google.com/file/d/13ZKXpQ0kMFr0j7TVW7Jl8CIrL3DGOanJ/view,2010-10-02,edificio;altura;obra;construcción,No se usa el nombre del archivo para atribuir cliente/proyecto. [Inferencia] derechos propios por contexto de librería.
PHO-0096,profesional_idiem_obra_construccion_edificio.jpg,profesional-IDIEM;obra,INFRA PÚBLICA RESILIENTE,Inspección y aseguramiento de calidad;Tecnología de la construcción,personas,obra,H,persona,propia,si,no,https://drive.google.com/file/d/1hqn_6T-4CnPmpj8ySw_TlKDptCb5SWC_/view,2013-12-17,IDIEM;profesional;obra;EPP;inspección,Persona identificable; consentimiento pendiente de confirmar.
PHO-0097,generica_profesional_idiem.jpg,profesional-IDIEM;terreno,INFRA PÚBLICA RESILIENTE;INFRA OPERACIÓN MINERA,Inspección y aseguramiento de calidad;Peritajes e inspección estructural,personas,terreno,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1B6eQJMaQe1R1rKSqPowBjUcvcZ3ReCrC/view,2013-12-17,IDIEM;profesional;EPP;terreno;inspección,Profesional de espaldas; no identificable. Sector específico no verificable visualmente.
PHO-0098,Equipo_trixial_gigante.jpg,triaxial-gigante;ensayo,LAB MINERO DIGITAL,Geotecnia y rocas,geotecnia,laboratorio,H,persona,propia,si,no,https://drive.google.com/file/d/1XVR_E9H7G9wKAj_k_KN_W6c_uHK3HlrC/view,2002-04-18,triaxial-gigante;laboratorio;geotecnia;equipo;ensayo,Persona identificable; consentimiento pendiente de confirmar. Triaxial Gigante clasificado en LAB MINERO DIGITAL según regla del sistema.
PHO-0099,tranque_de_relave_geotecnia2.jpg,tranque-relaves;geotecnia,INFRA OPERACIÓN MINERA;LAB MINERO DIGITAL,Gestión de vulnerabilidad e integridad estructural;Geotecnia y rocas,geotecnia,mina,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1mRrEu66GubxiIdd0SgFAvwK_kgFM3Bjj/view,2013-08-29,relaves;tranque;geotecnia;minería;talud,Contexto minero/geotécnico visible. [Inferencia] derechos propios por contexto de librería.
PHO-0100,tranque_de_relave_geotecnia.jpg,relaves;geomembrana,INFRA OPERACIÓN MINERA;LAB MINERO DIGITAL,Gestión de vulnerabilidad e integridad estructural;Geotecnia y rocas,geotecnia,mina,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1tFU4CjK7cIsCz8vpnbAIdtXXwwgPNpmo/view,2013-08-29,relaves;geomembrana;geotecnia;minería,"Se ve geomembrana, pero no se identifica visualmente el polímero; no se asigna Control de calidad HDPE."
PHO-0101,Sonda_Prospecciones_Geotecnicas.jpg,sondaje;geotecnia,INFRA OPERACIÓN MINERA;LAB MINERO DIGITAL,Geotecnia y rocas,geotecnia,mina,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1IIuO-dExwVUZ58DJQYqM-7-taQrsVZnM/view,2020-08-18,sondaje;perforación;geotecnia;faena;equipo,Trabajadores distantes sin identificación facial. [Inferencia] contexto minero por entorno visible.
PHO-0102,Levantamiento_topografico 3.jpg,topografía;levantamiento,INFRA OPERACIÓN MINERA;LAB MINERO DIGITAL,Modelamiento y levantamiento digital;Geotecnia y rocas,levantamiento,terreno,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1C6lsmuPxn_xpjXQ3yt4rz1rrRw1nbhPw/view,2020-04-02,topografía;estación-total;levantamiento;terreno,El sector específico no puede verificarse con certeza; uso principal en levantamiento/geotecnia.
PHO-0103,geotecnia_Manejo_de_Ripios_Mineria.jpeg.jpg,ripios;minería,INFRA OPERACIÓN MINERA;LAB MINERO DIGITAL,Geotecnia y rocas,geotecnia,mina,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1cuKpb64RkZncnK0FFF-GjbzzJ_tMqRRX/view,,minería;ripios;faena;maquinaria;acopios,[Inferencia] operación minera visible; el proceso específico no se afirma más allá de los elementos observables.
PHO-0104,sondaje_relave_4.jpg,sondaje;relaves,INFRA OPERACIÓN MINERA;LAB MINERO DIGITAL,Gestión de vulnerabilidad e integridad estructural;Geotecnia y rocas,geotecnia,mina,V,propia_idiem,propia,no,na,https://drive.google.com/file/d/1a7mb41qQB134-GDb-5q-ifsOwdwn-8U3/view,2020-10-30,sondaje;relaves;geotecnia;perforación;EPP,Trabajadores con rostro cubierto/no identificable. [Inferencia] derechos propios por contexto técnico.
PHO-0105,sondaje_relave_3.jpg,sondaje;relaves,INFRA OPERACIÓN MINERA;LAB MINERO DIGITAL,Gestión de vulnerabilidad e integridad estructural;Geotecnia y rocas,geotecnia,mina,V,propia_idiem,propia,no,na,https://drive.google.com/file/d/1u5gL_fFhKctnrNB7u1j3Lca866jTPYWi/view,2020-10-26,sondaje;relaves;geotecnia;perforación,Personas ausentes o demasiado distantes para identificación. [Inferencia] derechos propios por contexto técnico.
PHO-0106,sondaje_relave_2.jpg,sondaje;relaves,INFRA OPERACIÓN MINERA;LAB MINERO DIGITAL,Gestión de vulnerabilidad e integridad estructural;Geotecnia y rocas,geotecnia,mina,V,propia_idiem,propia,no,na,https://drive.google.com/file/d/1GhKPVoVBR2nal8tjWd9meNGMyNa4j2iX/view,2020-10-08,sondaje;relaves;geotecnia;perforación;EPP,Trabajadores de espaldas/con EPP; no identificables. [Inferencia] derechos propios por contexto técnico.
PHO-0107,Drone_geotecnia_ingenieria.JPG,dron;geotecnia,INFRA PÚBLICA RESILIENTE;INFRA OPERACIÓN MINERA;LAB MINERO DIGITAL,Tecnología de la construcción;Modelamiento y levantamiento digital;Geotecnia y rocas,levantamiento,terreno,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1kNqwBXVjQ5Atw0sNN7reFBb9BIu0GrB-/view,,dron;levantamiento;geotecnia;terreno;profesional,"Persona con rostro no visible; no identificable. Sector específico no verificable, por eso se mantiene uso transversal."
PHO-0108,sondaje_relave.jpg,sondaje;relaves,INFRA OPERACIÓN MINERA;LAB MINERO DIGITAL,Gestión de vulnerabilidad e integridad estructural;Geotecnia y rocas,geotecnia,mina,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/1DEFFoyprsBz9EY4Sbs8wXn0vu3GnFoKK/view,,sondaje;relaves;geotecnia;perforación;EPP,Trabajadores sin rasgos faciales identificables. [Inferencia] derechos propios por contexto técnico.
PHO-0109,ensayo_geotecnico_ Carga_Placa.jpeg.jpg,carga-placa;geotecnia,INFRA PÚBLICA RESILIENTE;LAB MINERO DIGITAL,Laboratorio en obra;Ensayos de especialidades;Geotecnia y rocas,geotecnia,terreno,H,propia_idiem,propia,no,na,https://drive.google.com/file/d/138Axdh0cIGyiG0A2QqTmuvpZK89pJtEu/view,,carga-placa;geotecnia;ensayo;terreno;EPP,Trabajadores sin rasgos faciales identificables. Ensayo de carga visible; no se atribuye proyecto/cliente.
